web-scraper-order,Name,Image-src,Category,Ig_Follow,eng_rate,est_Reel_play,Avg_like,Avg_Comments,yt_subs,views(30 days),total_views,uplaods,yt_links-href,insta_link-href
1708343017-115,Telugu Horror Stories,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/23416044742.jpg,Science & Technology,724.0,1.10%,303.0,6.0,1.0,,,,,,https://www.instagram.com/telugu_horror_stories
1708343026-116,Biva Cafe,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/39724286013.jpg,Science & Technology,727.0,8.01%,,56.0,2.0,128000.0,243839.0,13600207.0,168.0,https://www.youtube.com/channel/UCFQPJ8_FDOayiR-M1H3A3tA,https://www.instagram.com/biva_cafe
1708343034-117,Suraj Ki Kahaniyan,,Science & Technology,744.0,7.88%,1043.0,55.0,3.0,,,,,,https://www.instagram.com/suraj_ki_kahaniya786
1708343042-118,Rimitaa | Video Creator | Storyteller,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/27303149007.jpg,Science & Technology,764.0,4.65%,366.0,32.0,2.0,98000.0,216523.0,15650277.0,360.0,https://www.youtube.com/channel/UCUEb6ripdgVzAZ_zr2bur7w,https://www.instagram.com/horrorhour925
1708343052-119,Malvani Boko Official,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7158277282.jpg,Science & Technology,794.0,3.90%,463.0,30.0,0.0,86900.0,384438.0,14353128.0,574.0,https://www.youtube.com/channel/UCqApFHm-2OwXzN0lrwhNDiQ,https://www.instagram.com/malvani_boko
1708343060-120,Thriller Tales,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/36144925658.jpg,Science & Technology,862.0,1.00%,,8.0,0.0,283000.0,262917.0,55584406.0,139.0,https://www.youtube.com/channel/UC_7Qlqut0BB83qoJkx4Ux9Q,https://www.instagram.com/thrillertales
1708343069-121,udayasagar,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/38895693948.jpg,Science & Technology,879.0,3.46%,314.0,29.0,1.0,69600.0,53809.0,9380047.0,831.0,https://www.youtube.com/channel/UCSHZ8xJpHCeEBLAFvJyqJzQ,https://www.instagram.com/udaysagarvlogs
1708343078-122,Tantra Bazaar तंत्र बज़ार,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4245110708.jpg,Science & Technology,994.0,0.04%,220.0,0.0,,,,,,,https://www.instagram.com/tantrabazaar
1708343087-123,काजवा,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/14253502314.jpg,Science & Technology,1023.0,11.09%,1684.0,104.0,9.0,,,,,,https://www.instagram.com/kaajwaa
1708343095-124,Pritam Guha,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7760589166.jpg,Science & Technology,1078.0,2.46%,372.0,24.0,2.0,,,,,,https://www.instagram.com/theloyalbengal
1708343104-125,Mayank,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8517547873.jpg,Science & Technology,1122.0,14.74%,6593.0,151.0,14.0,,,,,,https://www.instagram.com/mikellinekash
1708343113-126,Scary Flick,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/18635905453.jpg,Science & Technology,1231.0,8.00%,,86.0,12.0,100000.0,21809.0,16544245.0,142.0,https://www.youtube.com/channel/UCy8ybkQJSvik59jLhjXdBxw,https://www.instagram.com/scaryflick
1708343121-127,Durlabh Samgri,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8511551746.jpg,Science & Technology,1369.0,2.45%,501.0,31.0,2.0,639000.0,58264.0,50721622.0,338.0,https://www.youtube.com/channel/UCL5Zq7lEzSSC2xmq5bUS_QA,https://www.instagram.com/durlabhsamgri
1708343131-128,Ck Bisht,,Science & Technology,1849.0,5.31%,812.0,94.0,4.0,,,,,,https://www.instagram.com/ckbisht
1708343139-129,Raj Npc,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5546141959.jpg,Science & Technology,1852.0,5.00%,,86.0,6.0,,,,,,https://www.instagram.com/raj.npc
1708343147-130,Pulkit Mohan Singla,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1651737400.jpg,Science & Technology,1938.0,1.17%,295.0,21.0,1.0,329000.0,150574.0,45172956.0,2410.0,https://www.youtube.com/channel/UCw_U1NdcxNPYznZmcdWS2Qg,https://www.instagram.com/pulkit.m.singla
1708343156-131,ScaryField,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/40420197034.jpg,Science & Technology,1948.0,8.47%,1968.0,159.0,5.0,,,,,,https://www.instagram.com/scary_field
1708343164-132,_VASANTH_,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/18629592301.jpg,Science & Technology,1977.0,7.59%,360.0,144.0,5.0,,,,,,https://www.instagram.com/thigilneram
1708343173-133,TheBottomLine,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5764465055.jpg,Science & Technology,2207.0,14.70%,1953.0,307.0,16.0,,,,,,https://www.instagram.com/thebmline
1708343182-134,मसानी मेलडी साधना फाउंडेशन,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/25382336945.jpg,Science & Technology,2799.0,4.85%,1338.0,127.0,8.0,62700.0,38976.0,6645434.0,847.0,https://www.youtube.com/channel/UClHBe8TPtFsYm8bLSiy2ddg,https://www.instagram.com/masani_meldi_sadhna_foundetion
1708343190-135,பைரவர் அருள்,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/10510519823.jpg,Science & Technology,3189.0,2.18%,,68.0,1.0,67900.0,65635.0,3412533.0,190.0,https://www.youtube.com/channel/UCelU93aJwK0n9OkRDOBmiBQ,https://www.instagram.com/bairavar_arul
1708343199-136,Arunkumar Murugesan,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2281657933.jpg,Science & Technology,3222.0,6.50%,1849.0,190.0,19.0,,,,,,https://www.instagram.com/ak_hunterr
1708343207-137,Make Me Pure,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/12303589738.jpg,Science & Technology,3559.0,0.76%,1016.0,25.0,1.0,,,,,,https://www.instagram.com/makeme_pure
1708343215-138,Horror Stories Hindi,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/26094875067.jpg,Science & Technology,3654.0,2.52%,4184.0,90.0,1.0,,,,,,https://www.instagram.com/horrorstorieshindi_official
1708343224-139,PANDEY JI,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2860605853.jpg,Science & Technology,4121.0,3.68%,1408.0,146.0,5.0,,,,,,https://www.instagram.com/0pandeyji0
1708343233-140,Balaji Bhakt,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4010495882.jpg,Science & Technology,4198.0,5.22%,1064.0,193.0,25.0,61800.0,192.0,1290648.0,57.0,https://www.youtube.com/channel/UCK5s5NbTD4bGjs_x5tih5-Q,https://www.instagram.com/balajibhakt16
1708343241-141,Real Eyes,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6074034327.jpg,Science & Technology,4793.0,19.29%,391.0,845.0,79.0,292000.0,10940.0,11163887.0,36.0,https://www.youtube.com/channel/UCgkZ0NfSz2sBy_rG3-7OGIQ,https://www.instagram.com/realeyesofficial
1708343248-142,Narendra Gohel,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3653085355.jpg,Science & Technology,5212.0,0.80%,414.0,41.0,0.0,150000.0,1190.0,8769084.0,323.0,https://www.youtube.com/channel/UChs1JZeakFLuGcrtoDtRBNA,https://www.instagram.com/narrrendra
1708343256-143,Launchpad,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3985875886.jpg,Science & Technology,6074.0,0.15%,147.0,8.0,0.0,55300.0,1076.0,24965.0,85.0,https://www.youtube.com/channel/UCb1gflFEoJUIYkViqSRwsWA,https://www.instagram.com/launchpadmotivation
1708343264-144,𝐘𝐎𝐆𝐄𝐒𝐇 𝐑𝐀𝐉𝐏𝐔𝐓,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8760043376.jpg,Science & Technology,6703.0,1.03%,285.0,57.0,11.0,,,,,,https://www.instagram.com/yoge1212
1708343279-145,Canal do Ed,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7780364607.jpg,Vloging,15.0,33.33%,,5.0,,,,,,,https://www.instagram.com/canaldoed
1708343288-146,Aj ka Gyan,,Vloging,33.0,26.26%,,8.0,,,,,,,https://www.instagram.com/amitkagyan
1708343296-147,Ezeshowtv,,Vloging,86.0,13.08%,,8.0,2.0,,,,,,https://www.instagram.com/ezeshowtv
1708343315-148,Fact Feature Official,,Movie & Shows,30.0,29.58%,,8.0,0.0,,,,,,https://www.instagram.com/fact_feature
1708343323-149,Skylim Movies,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5513911311.jpg,Movie & Shows,41.0,10.98%,,4.0,0.0,1420.0,76.0,824571.0,6.0,https://www.youtube.com/channel/UCtb53SXomIW4FJ4N4TGLVaA,https://www.instagram.com/skylimmovies
1708343331-150,Bahuriya Desi Kitchen,,Movie & Shows,65.0,4.62%,49.0,3.0,,1680.0,57.0,72211.0,6.0,https://www.youtube.com/channel/UCxW1WVLeTaTWQkAACxLwGhg,https://www.instagram.com/bahuriyadesikitchen
1708343339-151,icebriyani,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/9792419301.jpg,Movie & Shows,75.0,31.50%,,23.0,0.0,5110.0,652.0,1848693.0,38.0,https://www.youtube.com/channel/UCtLMRFze94Z7JxWiMyX0k_g,https://www.instagram.com/icebriyani
1708343347-152,Twinkling Stars Movies,,Movie & Shows,88.0,20.00%,,17.0,0.0,2040.0,58067.0,786267.0,51.0,https://www.youtube.com/channel/UCVNXWwC8a0fKYddbwxHXm8Q,https://www.instagram.com/twinklingstarsmovies
1708343356-153,Subhash Kewat,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5503879229.jpg,Movie & Shows,90.0,5.00%,,4.0,0.0,2000.0,9.0,88342.0,44.0,https://www.youtube.com/channel/UCZuTXnq8tcK3YfOijNGKMrQ,https://www.instagram.com/subhashkewat
1708343364-154,Emotion In Motion Productions,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5680004190.jpg,Movie & Shows,191.0,11.52%,62.0,19.0,2.0,3090.0,534.0,322057.0,16.0,https://www.youtube.com/channel/UCB6TJEczsnVG3WfveUuLxcg,https://www.instagram.com/team.emp
1708343373-155,Argalian Pictures,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4620098709.jpg,Movie & Shows,225.0,4.17%,,8.0,0.0,1890.0,250.0,454733.0,12.0,https://www.youtube.com/channel/UCdDbvsAWXOsMfKol9_EnuBw,https://www.instagram.com/argalianpictures
1708343381-156,Balaji Kanthekar,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3669671276.jpg,Movie & Shows,315.0,9.01%,54.0,27.0,0.0,409.0,41.0,89202.0,12.0,https://www.youtube.com/channel/UCWcEe5guFL5wWkN4uOVeduw,https://www.instagram.com/balajikanthekar
1708343389-157,Kishan Pandey,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4796225760.jpg,Movie & Shows,337.0,11.39%,338.0,37.0,1.0,2250.0,126.0,476501.0,125.0,https://www.youtube.com/channel/UCzmzJxDZYoxXT8vb5N8V6Mg,https://www.instagram.com/kishanpandey626
1708343398-158,Sumit Matre,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1258118635.jpg,Movie & Shows,374.0,1.24%,101.0,4.0,,6020.0,0.0,23.0,6.0,https://www.youtube.com/channel/UCsbHEqAOS1tRdhXhR-8x72Q,https://www.instagram.com/sumitmatre
1708343406-159,Rali J,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4613979850.jpg,Movie & Shows,578.0,8.52%,750.0,46.0,2.0,,,,,,https://www.instagram.com/rachelj989
1708343415-160,Whose Line Is It Anyway?,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/212836949.jpg,Movie & Shows,666.0,21.23%,,138.0,3.0,,,,,,https://www.instagram.com/wliia
1708343423-161,Dr. Kartik Keshwar 🇮🇳,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2131578701.jpg,Movie & Shows,705.0,14.47%,735.0,99.0,2.0,1220.0,5.0,46109.0,167.0,https://www.youtube.com/channel/UCsbCC0qIpxcH_I85fslEobQ,https://www.instagram.com/iamdarkx
1708343432-162,Pixotica Entertainment,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4269390072.jpg,Movie & Shows,721.0,1.27%,194.0,9.0,0.0,13200.0,27607.0,6159057.0,83.0,https://www.youtube.com/channel/UCRmEmQiJK0fAXBIlHwIUUpQ,https://www.instagram.com/pixoticaentertainment
1708343440-163,Rey Sagar | on purpose,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2010673699.jpg,Movie & Shows,750.0,3.52%,3855.0,23.0,3.0,,,,,,https://www.instagram.com/amreysagar
1708343449-164,M Mohsin Sher,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3275896446.jpg,Movie & Shows,868.0,2.08%,,17.0,1.0,63900.0,593977.0,8637335.0,683.0,https://www.youtube.com/channel/UCUX3hVlwsN8EPFALR8vSESA,https://www.instagram.com/mohsinonline
1708343457-165,Pon tu huella,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1410104074.jpg,Movie & Shows,897.0,2.29%,,19.0,1.0,,,,,,https://www.instagram.com/pontuhuella
1708343466-166,Plonk,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/648228477.jpg,Movie & Shows,939.0,4.35%,,38.0,2.0,,,,,,https://www.instagram.com/roadtoplonk
1708343475-167,Spencer Olsøn,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/11800871.jpg,Movie & Shows,952.0,3.64%,536.0,32.0,2.0,,,,,,https://www.instagram.com/spencerolson
1708343483-168,🇹 🇦 🇳 🇮 🇸 🇭  🇶      🇧 🇮 🇹 🇹 🇺,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3014036122.jpg,Movie & Shows,980.0,19.91%,356.0,194.0,0.0,2020.0,58.0,452359.0,6.0,https://www.youtube.com/channel/UCamfAyyouTaGE1MfJtNSjTg,https://www.instagram.com/tanishq.bittu
1708343492-169,𝐓𝐚𝐧𝐮𝐥 🌈,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3283952740.jpg,Movie & Shows,1067.0,18.64%,867.0,169.0,29.0,887.0,2.0,413085.0,129.0,https://www.youtube.com/channel/UCZF8GIcG_VPjM_ehE4AEu_w,https://www.instagram.com/tanul_sharma_
1708343502-170,Black Paper Studios,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4153184317.jpg,Movie & Shows,1372.0,8.00%,1375.0,104.0,5.0,5530.0,1866.0,405880.0,26.0,https://www.youtube.com/channel/UCQkc7EcTt5A7SdcJ4xNyGog,https://www.instagram.com/blackpaperstudios
1708343511-171,rtv  Mlava,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1481225567.jpg,Movie & Shows,1509.0,2.58%,1350.0,39.0,,,,,,,https://www.instagram.com/rtvmlava
1708343520-172,Speedline Film Werks,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/918955663.jpg,Movie & Shows,1673.0,1.32%,,22.0,0.0,,,,,,https://www.instagram.com/speedlinefw
1708343530-173,Natanael,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/430090063.jpg,Movie & Shows,1858.0,2.54%,,41.0,5.0,,,,,,https://www.instagram.com/natanaelginting
1708343540-174,Harshvardhanart,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1990216811.jpg,Movie & Shows,2033.0,0.21%,74.0,4.0,0.0,13800.0,21786.0,2123551.0,960.0,https://www.youtube.com/channel/UCk6dt2aI7k0MLM1Kg2RZcXQ,https://www.instagram.com/harshvardhanart
1708343548-175,li anne liew,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1117239308.jpg,Movie & Shows,2108.0,17.04%,322.0,333.0,25.0,,,,,,https://www.instagram.com/shotbylianne
1708343554-176,Browntable,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2231323175.jpg,Movie & Shows,3386.0,10.12%,2941.0,337.0,5.0,,,,,,https://www.instagram.com/browntable_ent
1708343560-177,🥷🏽 Steve Thunder™,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/190396722.jpg,Movie & Shows,3676.0,0.55%,51.0,16.0,4.0,,,,,,https://www.instagram.com/myworld4beats
1708343567-178,CASUS BELLI,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3537873645.jpg,Movie & Shows,4465.0,3.73%,2671.0,151.0,15.0,,,,,,https://www.instagram.com/cazbmusic
1708343587-179,Manas,,Finance,25.0,68.00%,95.0,16.0,0.0,,,,,,https://www.instagram.com/pawansaini1985
1708343595-180,Aashish Luniya,,Finance,35.0,18.93%,,4.0,1.0,74600.0,18776.0,8054400.0,152.0,https://www.youtube.com/channel/UCA0-q1qCtWKpIEbeTpx6QUw,https://www.instagram.com/luniyaaashish
1708343603-181,KONDA HOMES,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/42661058314.jpg,Finance,50.0,7.00%,29.0,3.0,,69600.0,99989.0,8255499.0,624.0,https://www.youtube.com/channel/UCEFcU1h6Z3B0KYSy0bqUM7A,https://www.instagram.com/konda_homes
1708343611-182,Asset Homes,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2690981096.jpg,Finance,50.0,12.00%,,6.0,,10100.0,495767.0,3977951.0,972.0,https://www.youtube.com/channel/UCiWM39jMQYhKEzlQTF2hf0A,https://www.instagram.com/assethomesofficial
1708343619-183,Kumar Developers and Realtors,,Finance,52.0,15.38%,,6.0,2.0,69900.0,28815.0,11013095.0,413.0,https://www.youtube.com/channel/UCNp58KJpVvNmu75hsQhQu6g,https://www.instagram.com/kumar_developers
1708343628-184,Civil Engineer,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/47132717136.jpg,Finance,62.0,13.10%,28.0,7.0,0.0,,,,,,https://www.instagram.com/civil_be_easy
1708343635-185,balu palanivel official,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/25991670178.jpg,Finance,69.0,0.36%,27.0,0.0,,13500.0,3405.0,134205.0,265.0,https://www.youtube.com/channel/UCRCa5uqg2-Do2wrRwXy-OmQ,https://www.instagram.com/balupalanivel93
1708343643-186,Civil Engineers Guide,,Finance,72.0,9.03%,,6.0,,90500.0,85540.0,7307440.0,414.0,https://www.youtube.com/channel/UCuMlrQ5YxnM9vr0k4jJBH3Q,https://www.instagram.com/ceg_tamil
1708343650-187,Muhammad Mansoor alam,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7687386054.jpg,Finance,96.0,2.21%,29.0,2.0,,21700.0,62856.0,3389056.0,427.0,https://www.youtube.com/channel/UCxOVJvMl6U9uJ8-Um3zKSvA,https://www.instagram.com/rajmistri_mansoor
1708343655-188,Raj M Bhadrak,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/14549814481.jpg,Finance,100.0,4.00%,75.0,4.0,3.0,,,,,,https://www.instagram.com/rajmbhadrak
1708343661-189,JD Building construction,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/48287419304.jpg,Finance,121.0,6.26%,193.0,7.0,0.0,,,,,,https://www.instagram.com/jd_building_constraction
1708343667-190,Ankur Savai,,Finance,128.0,4.39%,,5.0,0.0,56200.0,-559960.0,12796968.0,273.0,https://www.youtube.com/channel/UCCU3Py653ivguv1XKXfm7pg,https://www.instagram.com/aksinfo7
1708343673-191,All About Civil Engineering,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/33390839015.jpg,Finance,128.0,1.76%,10.0,2.0,0.0,164000.0,193885.0,12235022.0,66.0,https://www.youtube.com/channel/UCG_q7eNczLomTI1DI7q_SRA,https://www.instagram.com/allabout_civil_engineering
1708343680-192,5P Group,,Finance,154.0,2.19%,47.0,3.0,,14200.0,896.0,1326871.0,30.0,https://www.youtube.com/channel/UCwhZH_u0hfsdamzIpwgIrLg,https://www.instagram.com/5p_group
1708343686-193,FRESH PROPERTY,,Finance,161.0,1.32%,73.0,2.0,0.0,,,,,,https://www.instagram.com/freshproperty_06
1708343691-194,Md Ashraf,,Finance,170.0,1.47%,21.0,2.0,0.0,72700.0,2132.0,6447095.0,225.0,https://www.youtube.com/channel/UC4D4bniClFElfPmKZaYL8iQ,https://www.instagram.com/raunakstarmarble
1708343698-195,Sarita Choudhary,,Finance,261.0,0.72%,65.0,1.0,,107000.0,26358.0,7383484.0,258.0,https://www.youtube.com/channel/UCl6mv9F26f8vJzOsHVptbCw,https://www.instagram.com/rd_design_official
1708343706-196,Ar.Tarun Malhotra,,Finance,268.0,0.51%,33.0,1.0,,29600.0,-19110.0,1295756.0,222.0,https://www.youtube.com/channel/UCoakZgyissbxsUUPQHAnYNQ,https://www.instagram.com/ar_tarun_malhotra
1708343712-197,ProBuilders Ltd.,,Finance,291.0,0.21%,1.0,0.0,0.0,55200.0,1732.0,15241.0,25.0,https://www.youtube.com/channel/UCERG1splhy2LyER-Ct6Ou-w,https://www.instagram.com/probuildersltd
1708343719-198,Balwan Khan,,Finance,293.0,10.24%,,29.0,0.0,368000.0,256650.0,46662435.0,446.0,https://www.youtube.com/channel/UCZAIDhQovx-Buc_6c9sKgVg,https://www.instagram.com/officialbalwan
1708343725-199,Arun PG,,Finance,304.0,2.47%,,7.0,0.0,12200.0,2498.0,1266654.0,67.0,https://www.youtube.com/channel/UCNKhGp1e9XpYjOnlqdPeShA,https://www.instagram.com/apginteriorvlog
1708343732-200,Sumit Khola,,Finance,304.0,14.74%,175.0,42.0,2.0,16900.0,6101.0,3637541.0,23.0,https://www.youtube.com/channel/UCU1lp1GJvK8aMBaGAqivXjg,https://www.instagram.com/sumiit.khola
1708343739-201,Sqft Builders,,Finance,389.0,1.29%,82.0,4.0,0.0,126000.0,20915.0,9315938.0,513.0,https://www.youtube.com/channel/UCxKftL51JJY9nYp4RTl332Q,https://www.instagram.com/sqftbuilders2016
1708343745-202,ikaranreddy,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/46628569660.jpg,Finance,421.0,4.34%,,16.0,1.0,18600.0,6339.0,1656654.0,40.0,https://www.youtube.com/channel/UCqeWytq--mclOU7rvdkoFtg,https://www.instagram.com/ikaranreddy
1708343752-203,The Art Academy,,Finance,452.0,0.25%,4.0,1.0,,304000.0,1308956.0,37479715.0,845.0,https://www.youtube.com/channel/UCOW8E7o_ENEGYQb0lyzLhPA,https://www.instagram.com/theartacademy1
1708343758-204,Nafish Haidar,,Finance,477.0,0.37%,,1.0,0.0,,,,,,https://www.instagram.com/delhi_housedesign
1708343763-205,Prithvi Nivasi,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/9185956786.jpg,Finance,484.0,0.70%,482.0,3.0,0.0,,,,,,https://www.instagram.com/prithvinivasi
